batch,Appnumber,Type,MonthlyRent,Size,RacialGroup,Sex,contact,Minneapolis,Law,Positive,StayAtHome
1512,1,2,1275,Two or more bedrooms,Somali American,Female,Positive contact,St. Paul and suburbs,1,1,0
1512,2,2,1275,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
1513,1,4,1500,Two or more bedrooms,White American,Male,Ambiguous contact,Minneapolis,1,0,0
1513,2,4,1500,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
1514,1,2,1499,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1514,2,2,1499,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,1,0,0
1515,1,4,1350,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,1,0,0
1515,2,4,1350,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,1,0,0
1516,1,4,1350,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,1,0,0
1516,2,4,1350,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,1,0,0
1517,1,4,1500,Two or more bedrooms,Somali American,Male,Negative contact,Minneapolis,1,0,0
1517,2,4,1500,Two or more bedrooms,African American,Female,Negative contact,Minneapolis,1,0,0
1518,1,1,3195,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,1,0,0
1518,2,1,3195,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,1,0,0
1519,1,1,1400,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,1,1,0
1519,2,1,1400,Two or more bedrooms,African American,Female,Ambiguous contact,Minneapolis,1,0,0
1520,1,4,2295,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,1,1,0
1520,2,4,2295,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,1,1,0
1521,1,2,1150,Two or more bedrooms,African American,Female,Ambiguous contact,Minneapolis,1,0,0
1521,2,2,1150,Two or more bedrooms,African American,Female,Ambiguous contact,Minneapolis,1,0,0
1522,1,1,1600,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
1522,2,1,1600,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
1523,1,4,1250,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,1,1,0
1523,2,4,1250,Two or more bedrooms,Somali American,Female,Positive contact,Minneapolis,1,1,0
1524,1,4,2500,Two or more bedrooms,African American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
1524,2,4,2500,Two or more bedrooms,African American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
1525,1,4,1095,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,1,0,0
1525,2,4,1095,Two or more bedrooms,White American,Male,Positive contact,St. Paul and suburbs,1,1,0
1526,1,4,1150,Two or more bedrooms,Somali American,Male,Ghosted,St. Paul and suburbs,1,0,0
1526,2,4,1150,Two or more bedrooms,Somali American,Male,Ghosted,St. Paul and suburbs,1,0,0
1527,1,2,1550,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,1,1,0
1527,2,2,1550,Two or more bedrooms,White American,Male,Positive contact,St. Paul and suburbs,1,1,0
1528,1,1,1800,Two or more bedrooms,Somali American,Male,Ghosted,St. Paul and suburbs,1,0,0
1528,2,1,1800,Two or more bedrooms,Somali American,Female,Ghosted,St. Paul and suburbs,1,0,0
1529,1,4,1800,Two or more bedrooms,Somali American,Female,Positive contact,St. Paul and suburbs,1,1,0
1529,2,4,1800,Two or more bedrooms,Somali American,Male,Positive contact,St. Paul and suburbs,1,1,0
1530,1,4,1850,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
1530,2,4,1850,Two or more bedrooms,White American,Male,Positive contact,St. Paul and suburbs,1,1,0
1531,1,4,1500,Two or more bedrooms,African American,Male,Ambiguous contact,Minneapolis,1,0,0
1531,2,4,1500,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1532,1,3,1800,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,1,0,0
1532,2,3,1800,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,1,0,0
1533,1,2,799,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,1,1,0
1533,2,2,799,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,1,0,0
1534,1,4,1995,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,1,0,0
1534,2,4,1995,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,1,0,0
1535,1,4,2200,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,1,0,0
1535,2,4,2200,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,1,0,0
1536,1,1,2295,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1536,2,1,2295,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,1,1,0
1537,1,4,1800,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,1,1,0
1537,2,4,1800,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,1,1,0
1538,1,4,1600,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,1,1,0
1538,2,4,1600,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,1,0,0
1539,1,2,1195,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,1,0,0
1539,2,2,1195,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,1,0,0
1540,1,1,4000,Two or more bedrooms,White American,Male,Negative contact,Minneapolis,1,0,0
1540,2,1,4000,Two or more bedrooms,African American,Female,Negative contact,Minneapolis,1,0,0
1541,1,4,1799,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,1,0,0
1541,2,4,1799,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,1,0,0
1542,1,2,2150,Two or more bedrooms,African American,Female,Ambiguous contact,Minneapolis,1,0,0
1542,2,2,2150,Two or more bedrooms,African American,Male,Positive contact,Minneapolis,1,1,0
1543,1,2,1100,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,1,1,0
1543,2,2,1100,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,1,1,0
1544,1,4,1500,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,1,0,0
1544,2,4,1500,Two or more bedrooms,African American,Female,Ghosted,St. Paul and suburbs,1,0,0
1545,1,2,1600,Two or more bedrooms,White American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
1545,2,2,1600,Two or more bedrooms,Somali American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
1546,1,4,1300,Two or more bedrooms,Somali American,Female,Negative contact,Minneapolis,1,0,0
1546,2,4,1300,Two or more bedrooms,African American,Female,Negative contact,Minneapolis,1,0,0
1547,1,2,1195,Two or more bedrooms,African American,Male,Positive contact,Minneapolis,1,1,0
1547,2,2,1195,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,1,1,0
1548,1,2,1075,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,1,0,0
1548,2,2,1075,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,1,0,0
1549,1,1,2295,Two or more bedrooms,African American,Female,Negative contact,Minneapolis,1,0,0
1549,2,1,2295,Two or more bedrooms,Somali American,Female,Negative contact,Minneapolis,1,0,0
1550,1,2,1715,Two or more bedrooms,African American,Male,Positive contact,Minneapolis,1,1,0
1550,2,2,1715,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1551,1,4,1450,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,1,0,0
1551,2,4,1450,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
1552,1,2,1800,Two or more bedrooms,African American,Male,Ambiguous contact,Minneapolis,1,0,0
1552,2,2,1800,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,1,1,0
1553,1,4,1400,Two or more bedrooms,African American,Female,Ghosted,St. Paul and suburbs,1,0,0
1553,2,4,1400,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
1554,1,4,1795,Two or more bedrooms,Somali American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
1554,2,4,1795,Two or more bedrooms,African American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
1555,1,4,1595,Two or more bedrooms,White American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
1555,2,4,1595,Two or more bedrooms,African American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
1556,1,4,1500,Two or more bedrooms,Somali American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
1556,2,4,1500,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
1557,1,2,1300,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,1,0,0
1557,2,2,1300,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,1,0,0
1558,1,2,975,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,1,0,0
1558,2,2,975,Two or more bedrooms,Somali American,Male,Ghosted,St. Paul and suburbs,1,0,0
1559,1,4,1500,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
1559,2,4,1500,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,1,0,0
1560,1,1,1750,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,1,0,0
1560,2,1,1750,Two or more bedrooms,White American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
1561,1,4,1455,Two or more bedrooms,White American,Female,Negative contact,St. Paul and suburbs,1,0,0
1561,2,4,1455,Two or more bedrooms,Somali American,Female,Negative contact,St. Paul and suburbs,1,0,0
1562,1,4,1000,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
1562,2,4,1000,Two or more bedrooms,Somali American,Male,Ghosted,St. Paul and suburbs,1,0,0
1563,1,4,1450,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,1,1,0
1563,2,4,1450,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
1564,1,4,1250,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,1,0,0
1564,2,4,1250,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,1,0,0
1565,1,2,1354,Two or more bedrooms,White American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
1565,1,2,1354,Two or more bedrooms,White American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
1566,1,2,1229,Two or more bedrooms,Somali American,Female,Ghosted,St. Paul and suburbs,1,0,0
1566,2,2,1229,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,1,0,0
1567,1,2,1400,Two or more bedrooms,White American,Male,Positive contact,St. Paul and suburbs,1,1,0
1567,1,2,1400,Two or more bedrooms,White American,Male,Negative contact,St. Paul and suburbs,1,0,0
1568,1,2,1100,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,1,0,0
1568,2,2,1100,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,1,0,0
1569,1,4,1800,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
1569,2,4,1800,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,1,1,0
1570,1,1,2200,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,1,0,0
1570,2,1,2200,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,1,0,0
1571,1,2,1595,Two or more bedrooms,White American,Male,Ambiguous contact,Minneapolis,1,0,0
1571,2,2,1595,Two or more bedrooms,African American,Male,Ambiguous contact,Minneapolis,1,0,0
1572,1,4,2000,Two or more bedrooms,Somali American,Female,Positive contact,Minneapolis,1,1,0
1572,2,4,2000,Two or more bedrooms,African American,Male,Positive contact,Minneapolis,1,1,0
1573,1,1,2500,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,1,0,0
1573,2,1,2500,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,1,0,0
1574,1,1,3500,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,1,0,0
1574,2,1,3500,Two or more bedrooms,White American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
1575,1,2,1850,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1575,2,2,1850,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,1,1,0
1576,1,2,1650,Two or more bedrooms,Somali American,Female,Ambiguous contact,Minneapolis,1,0,0
1576,2,2,1650,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
1577,1,4,1450,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,1,0,0
1577,2,4,1450,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,1,0,0
1578,1,1,2300,Two or more bedrooms,African American,Male,Positive contact,Minneapolis,1,1,0
1578,2,1,2300,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,1,1,0
1579,1,4,1145,Two or more bedrooms,Somali American,Female,Positive contact,Minneapolis,1,1,0
1579,2,4,1145,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,1,1,0
1580,1,4,2300,Two or more bedrooms,African American,Male,Ambiguous contact,Minneapolis,1,0,0
1581,1,1,2500,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
1581,2,1,2500,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,1,0,0
1582,1,2,1365,Two or more bedrooms,White American,Female,Positive contact,St. Paul and suburbs,1,1,0
1582,2,2,1365,Two or more bedrooms,Somali American,Female,Positive contact,St. Paul and suburbs,1,1,0
1583,1,4,1050,Two or more bedrooms,Somali American,Female,Negative contact,St. Paul and suburbs,1,0,0
1583,2,4,1050,Two or more bedrooms,White American,Female,Negative contact,St. Paul and suburbs,1,0,0
1584,1,4,1200,Two or more bedrooms,African American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
1584,2,4,1200,Two or more bedrooms,African American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
1585,1,2,1145,Two or more bedrooms,Somali American,Female,Positive contact,St. Paul and suburbs,1,1,0
1585,2,2,1145,Two or more bedrooms,White American,Female,Positive contact,St. Paul and suburbs,1,1,0
1586,1,2,1050,Two or more bedrooms,Somali American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
1586,2,2,1050,Two or more bedrooms,White American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
1587,1,2,1095,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,1,0,0
1587,2,2,1095,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,1,0,0
1588,1,4,1495,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,1,0,0
1588,2,4,1495,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,1,0,0
1589,1,1,1750,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,1,0,0
1589,2,1,1750,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,1,0,0
1590,1,4,1900,Two or more bedrooms,White American,Female,Negative contact,Minneapolis,1,0,0
1590,2,4,1900,Two or more bedrooms,Somali American,Female,Negative contact,Minneapolis,1,0,0
1591,1,4,2200,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,1,0,0
1591,2,4,2200,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,1,0,0
1592,1,4,1600,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,1,0,0
1592,2,4,1600,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,1,0,0
1593,1,4,1500,Two or more bedrooms,Somali American,Female,Negative contact,Minneapolis,1,0,0
1593,2,4,1500,Two or more bedrooms,African American,Female,Negative contact,Minneapolis,1,0,0
1594,1,3,1500,Two or more bedrooms,African American,Female,Ambiguous contact,Minneapolis,1,0,0
1594,2,3,1500,Two or more bedrooms,African American,Male,Ambiguous contact,Minneapolis,1,0,0
1595,1,4,1800,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1595,2,4,1800,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,1,1,0
1596,1,1,1600,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,1,0,0
1596,2,1,1600,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,1,0,0
1597,1,4,1250,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,1,0,0
1597,2,4,1250,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,1,0,0
1598,1,1,2400,Two or more bedrooms,White American,Male,Ambiguous contact,Minneapolis,1,0,0
1598,2,1,2400,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,1,0,0
1599,1,2,950,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,1,0,0
1599,2,2,950,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,1,0,0
1600,1,4,1290,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,1,0,0
1600,2,4,1290,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,1,0,0
1602,2,4,990,Two or more bedrooms,African American,Male,Positive contact,Minneapolis,1,1,0
1603,1,4,990,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1603,2,4,990,Two or more bedrooms,Somali American,Female,Positive contact,Minneapolis,1,1,0
1604,1,4,1550,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,1,0,0
1604,2,4,1550,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,1,0,0
1605,1,4,1900,Two or more bedrooms,Somali American,Female,Ambiguous contact,Minneapolis,1,0,0
1605,2,4,1900,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
1606,1,1,1050,Two or more bedrooms,White American,Male,Ambiguous contact,Minneapolis,1,0,0
1606,2,1,1050,Two or more bedrooms,Somali American,Female,Ambiguous contact,Minneapolis,1,0,0
1607,1,4,1750,Two or more bedrooms,White American,Male,Negative contact,Minneapolis,1,0,0
1607,2,4,1750,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,1,0,0
1608,1,1,1850,Two or more bedrooms,African American,Male,Negative contact,Minneapolis,1,0,0
1609,1,1,1875,Two or more bedrooms,African American,Female,Ghosted,St. Paul and suburbs,1,0,0
1609,2,1,1875,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
1610,1,2,1325,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,1,0,0
1610,2,2,1325,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1611,1,4,1595,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,1,0,0
1611,2,4,1595,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,1,0,0
1612,1,4,1995,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,1,0,0
1612,2,4,1995,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,1,0,0
1613,1,4,1500,Two or more bedrooms,African American,Male,Positive contact,Minneapolis,1,1,0
1613,2,4,1500,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1614,1,3,1800,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
1614,2,3,1800,Two or more bedrooms,White American,Female,Ambiguous contact,Minneapolis,1,0,0
1615,1,4,1425,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,1,0,0
1615,2,4,1425,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,1,0,0
1616,1,4,1750,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
1616,2,4,1750,Two or more bedrooms,African American,Female,Ghosted,St. Paul and suburbs,1,0,0
1617,1,4,1800,Two or more bedrooms,Somali American,Male,Positive contact,St. Paul and suburbs,1,1,0
1617,2,4,1800,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,1,1,0
1618,1,4,1300,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,1,0,0
1618,2,4,1300,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
1619,1,4,1500,Two or more bedrooms,African American,Female,Ghosted,St. Paul and suburbs,1,0,0
1619,2,4,1500,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,1,0,0
1620,1,2,1050,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
1620,2,2,1050,Two or more bedrooms,Somali American,Male,Positive contact,St. Paul and suburbs,1,1,0
1621,1,4,2175,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,1,1,0
1621,2,4,2175,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
1622,1,2,1400,Two or more bedrooms,White American,Male,Positive contact,St. Paul and suburbs,1,1,0
1622,2,2,1400,Two or more bedrooms,Somali American,Male,Positive contact,St. Paul and suburbs,1,1,0
1623,1,1,1520,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,1,1,0
1623,2,1,1520,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
1624,1,4,1450,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,1,0,0
1624,2,4,1450,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,1,0,0
1625,1,2,1249,Two or more bedrooms,White American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
1625,2,2,1249,Two or more bedrooms,White American,Male,Ambiguous contact,St. Paul and suburbs,1,0,0
1626,1,4,1200,Two or more bedrooms,Somali American,Female,Ghosted,St. Paul and suburbs,1,0,0
1626,2,4,1200,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,1,0,0
1627,1,4,1300,Two or more bedrooms,Somali American,Male,Positive contact,St. Paul and suburbs,1,1,0
1627,2,4,1300,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
1628,1,2,1295,Two or more bedrooms,Somali American,Female,Ghosted,St. Paul and suburbs,1,0,0
1628,2,2,1295,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,1,0,0
1629,1,4,1400,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,1,0,0
1629,2,4,1400,Two or more bedrooms,African American,Female,Ghosted,St. Paul and suburbs,1,0,0
1630,1,2,1299,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,1,1,0
1630,2,2,1299,Two or more bedrooms,White American,Female,Positive contact,St. Paul and suburbs,1,1,0
1631,1,4,1400,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1631,2,4,1400,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,1,1,0
1632,1,4,1375,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,1,0,0
1632,2,4,1375,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,1,0,0
1633,1,4,1650,Two or more bedrooms,Somali American,Female,Ambiguous contact,Minneapolis,1,0,0
1633,2,4,1650,Two or more bedrooms,White American,Female,Ambiguous contact,Minneapolis,1,0,0
1634,1,4,1900,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,1,0,0
1634,2,4,1900,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,1,1,0
1635,1,4,1800,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1635,2,4,1800,Two or more bedrooms,African American,Female,Negative contact,Minneapolis,1,0,0
1636,1,1,1795,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,1,0,0
1636,2,1,1795,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,1,0,0
1637,1,4,1500,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1637,2,4,1500,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,1,0,0
1638,1,4,1400,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1638,2,4,1400,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,1,1,0
1639,1,2,2800,Two or more bedrooms,White American,Male,Ambiguous contact,Minneapolis,1,0,0
1639,2,2,2800,Two or more bedrooms,White American,Female,Ambiguous contact,Minneapolis,1,0,0
1640,1,2,1400,Two or more bedrooms,Somali American,Female,Positive contact,Minneapolis,1,1,0
1640,2,2,1400,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,1,1,0
1641,1,3,2800,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1641,2,3,2800,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,1,1,0
1642,1,4,1350,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,1,1,0
1642,2,4,1350,Two or more bedrooms,Somali American,Female,Positive contact,Minneapolis,1,1,0
1643,1,4,725,Two or more bedrooms,African American,Male,Positive contact,Minneapolis,1,1,0
1643,2,4,725,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1644,1,4,1775,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,1,1,0
1644,2,4,1775,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1645,1,2,1660,Two or more bedrooms,African American,Female,Ambiguous contact,Minneapolis,1,0,0
1645,2,2,1660,Two or more bedrooms,African American,Male,Ambiguous contact,Minneapolis,1,0,0
1646,1,2,1450,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,1,0,0
1646,2,2,1450,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,1,0,0
1647,1,4,1250,Two or more bedrooms,Somali American,Female,Ambiguous contact,Minneapolis,1,0,0
1647,2,4,1250,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,1,0,0
1648,1,4,1375,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,1,1,0
1648,2,4,1375,Two or more bedrooms,Somali American,Female,Positive contact,Minneapolis,1,1,0
1649,1,1,1600,Two or more bedrooms,White American,Male,Positive contact,St. Paul and suburbs,1,1,0
1649,2,1,1600,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,1,1,0
1650,1,4,1850,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,1,0,0
1650,2,4,1850,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1651,1,4,990,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
1651,2,4,990,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
1652,1,4,1350,Two or more bedrooms,White American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
1652,2,4,1350,Two or more bedrooms,Somali American,Female,Ambiguous contact,St. Paul and suburbs,1,0,0
1653,1,1,1250,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,1,0,0
1653,2,1,1250,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,1,0,0
1654,1,4,1175,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
1654,2,4,1175,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,1,0,0
1655,1,2,2000,Two or more bedrooms,White American,Male,Ambiguous contact,Minneapolis,1,0,0
1655,2,2,2000,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,1,0,0
1656,1,4,1375,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,1,1,0
1656,2,4,1375,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,1,0,0
1657,1,4,1395,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,1,1,0
1657,2,4,1395,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,1,1,0
1658,1,1,4050,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,1,1,0
1658,2,1,4050,Two or more bedrooms,African American,Male,Positive contact,Minneapolis,1,1,0
1659,1,4,2400,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,1,1,0
1659,2,4,2400,Two or more bedrooms,African American,Male,Positive contact,Minneapolis,1,1,0
1660,1,2,1375,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,1,0,0
1660,2,2,1375,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,1,0,0
